1003,10:52:01,81,C,F,N,422,25.3,4.27,10:52:01,39.9262,41.2409,1802,8,RELEASE_1,CX-ON
1003,10:52:01,81,T,200,28.7,4.7,-0.17,1.27,0.35,0.04,-9.70,-0.53,13.63,21.28,-45.94,3,RELEASED,

